id,title,authors,description,categories,average_rating,ratings_count,published_date,page_count,thumbnail,language,source_query
Ev1-PwAACAAJ,Oscar and Arabella,Neal Layton,Two woolly mammoths living in the Ice Age have to cope with summer every year. How will they keep themselves cool when the summer is hotter than usual?,Arabella (Fictitious character : Layton),,0,2008,29,http://books.google.com/books/content?id=Ev1-PwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,subject:climate fiction
XuILAQAAMAAJ,Histoire humaine et comparée du climat,Emmanuel Le Roy Ladurie,"Enquête sur les effets politiques, économiques et sociaux des événements climatiques en Europe aux XVIIIe et XIXe siècles.",Climate,,0,2006,620,http://books.google.com/books/content?id=XuILAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,fr,subject:climate fiction
JfzDngEACAAJ,Why We Live Where We Live,Kira Vermond,"Discusses the many factors that affect where humans choose to live, including the availability of food and water, jobs, and the need for safety.",Juvenile Nonfiction,,0,2014,48,http://books.google.com/books/content?id=JfzDngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,subject:climate fiction
cOgH0AEACAAJ,What Poo Can Do,Yolanda Ridge,"This nonfiction book for middle-grade readers, illustrated with photographs throughout, explores how animals are fighting the climate crisis by pooping.",Juvenile Nonfiction,,0,2024-03-12,0,http://books.google.com/books/content?id=cOgH0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,subject:climate fiction
z1gOESCVTbkC,A Multilingual Dictionary of Artificial Intelligence,Otto Vollnhals,"Contains the state-of-the-art terminology of AI, giving over 3500 terms in English, French, German, Spanish and Italian - including expert systems, neural networks, logic, voice recognition and synthesis, and natural language processing.",Computers,,0,1992,436,http://books.google.com/books/content?id=z1gOESCVTbkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,un,subject:artificial intelligence
gzYi0AEACAAJ,Advances in Artificial and Human Intelligence in the Modern Era,S. Suman Rajest|Ahmed J. Obaid|Bhopendra Singh|Regin R|Karthikeyan Chinnusamy,"""Offers a groundbreaking solution to address the existing challenges in the intersection of AI and human performance optimization""--",Artificial intelligence,,0,2023,0,http://books.google.com/books/content?id=gzYi0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,subject:artificial intelligence
aM_jzwEACAAJ,Recent Developments in Machine and Human Intelligence,S. Suman Rajest|Bhopendra Singh|Ahmed Obaid|Regin R|Karthikeyan Chinnusamy,"""For a long time, researchers in the fields of psychology and neuroscience have been interested in discovering ways to boost productivity in traditionally ""healthy,"" ""clinical,"" and ""military"" populations. However, one of the biggest challenges in reaching this objective is developing personalised performance phenotypes that can be used to build interventions that are specifically catered to each individual's needs. Impact: Thanks to AI's recent advancements, we can now create individualised training, preparation, and recovery plans that are tailored to each person's unique cognitive and biological profile. Concurrent AI advancements, especially in the psychological and neurological sciences, have demonstrated the importance of incorporating domain expertise and stakeholder inputs into the development of trustworthy AI. Value: This Patterns themed issue seeks original empirical work, literature reviews, and methodological papers that establish and validate precision artificial intelligence methods for human performance optimization, with a focus on modelling individual differences via state-of-the-art computational methods""--",Artificial intelligence,,0,2023,0,http://books.google.com/books/content?id=aM_jzwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,subject:artificial intelligence
z1gOESCVTbkC,A Multilingual Dictionary of Artificial Intelligence,Otto Vollnhals,"Contains the state-of-the-art terminology of AI, giving over 3500 terms in English, French, German, Spanish and Italian - including expert systems, neural networks, logic, voice recognition and synthesis, and natural language processing.",Computers,,0,1992,436,http://books.google.com/books/content?id=z1gOESCVTbkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,de,subject:artificial intelligence
WYxh0AEACAAJ,Explainable AI Applications for Human Behavior Analysis,P. Paramasivan,"""This book uses AI's ability to explain its behaviors to explore new challenges, domains, and methodologies for analyzing human behavior in natural settings""--",Artificial intelligence,,0,2024,0,http://books.google.com/books/content?id=WYxh0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,subject:artificial intelligence
6pVB6ZgrLqYC,Contemplative Science,B. Alan Wallace,Science has long treated religion as a set of personal beliefs that have little to do with a rational understanding of the mind and the universe. This work attempts to bridge this gap by launching an unbiased investigation into the history and practices of science and Buddhist contemplative disciplines.,Medical,,0,2007,228,http://books.google.com/books/content?id=6pVB6ZgrLqYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,subject:neuroscience
8RoAEAAAQBAJ,Concepts of Alzheimer Disease,Peter J. Whitehouse|Konrad Maurer|Jesse F. Ballenger,"The origin of this collection of essays was a 1997 symposium held to celebrate the life, legacy, and work of Alois Alzheimer, who described the disease in 1907. One of the first chapters of the book tells the fascinating story of how the case notes for Alzheimer's article were recently discovered in the archives of his department in Frankfurt. In a book focused on the history of Alzheimer's disease, we can see the evolution of our concepts of this disease. It was described clinically at first and then pathologically. In the 1970s and 1980s, the disorder was viewed as a neurochemical entity (the cholinergic hypothesis). Today, we consider Alzheimer's disease a genetic disorder (related to chromosomes and apolipoprotein E). How will we view it in the future?",Family & Relationships,,0,2000,343,http://books.google.com/books/content?id=8RoAEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,subject:neuroscience
8JXaK3sREXQC,Natural-born Cyborgs,Andy Clark,About the effects of modern technology on human intelligence.,Computers,,0,2003,248,http://books.google.com/books/content?id=8JXaK3sREXQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,subject:neuroscience
QFa1DAAAQBAJ,Moral Brains,S. Matthew Liao,"In the last fifteen years, there has been significant interest in studying the brain structures involved in moral judgments using novel techniques from neuroscience. This is the first volume to take stock of fifteen years of research of this fast-growing field of moral neuroscience and recommend future directions for research.",Law,,0,2016,385,http://books.google.com/books/content?id=QFa1DAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,subject:neuroscience
NFv8LgEACAAJ,Learning and Memory,Andrew Hudmon,Explores the neurobiology of learning and memory.,Juvenile Nonfiction,,0,2006,136,http://books.google.com/books/content?id=NFv8LgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,subject:neuroscience
RMBLDQAAQBAJ,The Dreams of Santiago Ramón Y Cajal,Benjamin Ehrlich,"The Dreams of Santiago Ramón y Cajal contains the lost dream diary of the Nobel Prize-winning ""father of modern neuroscience"" translated into English for the first time. The book explores the complex attitudes of Cajal towards his contemporary Sigmund Freud, whose theories he dismissed.",Medical,,0,2017,161,http://books.google.com/books/content?id=RMBLDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,subject:neuroscience
Qn40nwEACAAJ,Zen and the Brain,James H. Austin,A neuroscientist and Zen practitioner interweaves the latest research on the brain with his personal narrative of Zen.,Medical,,0,1999-01,844,http://books.google.com/books/content?id=Qn40nwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,subject:neuroscience
vszeCQAAQBAJ,Social Neuroscience,Russell K. Schutt|Larry J. Seidman|Matcheri S. Keshavan,"Human beings evolved in the company of others and flourish in proportion to their positive social ties. To understand the human brain, we must situate its biology in the wider context of society. To understand society, we must also consider how the brains and minds of individuals shape interactions with other human beings. Social Neuroscience offers a comprehensive new framework for studying the brain, human development, and human behavior. In this book, leading researchers in the fields of neurobiology, psychiatry, psychology, and sociology elucidate the connections between brain biology and the brain’s functioning in the social world, providing a state-of-the-art interdisciplinary explanation of how humans think and act, as well as the ways we define and treat pathological behavior. Synthesizing the insights and perspectives of these experts, Social Neuroscience examines how neural processes make the brain sensitive to social experience, how cognition shapes social behavior, and how social networks create a range of responses among different individuals to the same environmental stimuli. The mutually reinforcing connections between brain, mind, and society have profound implications for human health, from the emotionally damaging effects of severe social deprivation to the neurological impact of parental abuse and neighborhood violence. The authors explore these connections, with special focus on mental illnesses, including schizophrenia—a disorder characterized by marked social deficits in which a neurological basis is now well established.",Medical,,0,2015-06-09,457,http://books.google.com/books/content?id=vszeCQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,subject:neuroscience
